landuse	x.axis	y.axis	S_Series	Sam_Dist	type	Sam_Depth	Latitude	Longitude	Elevation	gravimetric	bd	Total_N	Total_C 	OM	C_N	Lat	Long	Elev2	Code_x.y	
Grassland	90	165	PenB	15	N1	(0-15)				0.23	1.384	0.165	1.614	2.783	9.782				PenB-L15	
Grassland	105	165	PenB	15	N1	(0-15)				0.27	1.348	0.162	1.664	2.869	10.272				PenB-L15	
Grassland	165	615	PenB	15	N3	(0-15)				0.19	1.441	0.165	1.495	2.578	9.061				PenB-N15	
Grassland	180	615	PenB	15	N3	(0-15)				0.29	1.433	0.141	1.393	2.402	9.476				PenB-N15	
Grassland	195	615	PenB	15	N3	(0-15)				0.19	1.473	0.152	1.404	2.421	9.237				PenB-N15	
Grassland	195	630	PenB	15	N3	(0-15)				0.21	1.478	0.102	0.874	1.507	8.569				PenB-N15	
Grassland	165	645	PenB	15	N3	(0-15)				0.23	1.356	0.132	1.270	2.190	9.621				PenB-N15	
Grassland	180	645	PenB	15	N3	(0-15)				0.25	1.375	0.129	1.269	2.188	9.837				PenB-N15	
Grassland	120	465	KkoC	15	N2	(0-15)				0.22	1.330	0.151	1.490	2.569	9.868				KkoC-M15	
Grassland	150	465	KkoC	15	N2	(0-15)				0.22	1.247	0.213	2.200	3.793	10.329				KkoC-M15	
Grassland	120	480	KkoC	15	N2	(0-15)				0.26	1.352	0.169	1.727	2.978	10.219				KkoC-M15	
Grassland	120	495	KkoC	15	N2	(0-15)				0.25	1.225	0.124	1.185	2.043	9.556				KkoC-M15	
Grassland	150	495	KkoC	15	N2	(0-15)				0.27	1.138	0.179	1.720	2.966	9.609				KkoC-M15	
Grassland	270	525	KkoC	15	N4	(0-15)				0.26	1.312	0.150	1.465	2.526	9.767				KkoC-O15	
Grassland	300	525	KkoC	15	N4	(0-15)				0.25	1.227	0.174	1.593	2.747	9.155				KkoC-O15	
Grassland	270	540	KkoC	15	N4	(0-15)				0.19	1.355	0.134	1.279	2.205	9.545				KkoC-O15	
Grassland	300	540	KkoC	15	N4	(0-15)				0.25	1.062	0.173	1.753	3.022	10.133				KkoC-O15	
Grassland	285	555	KkoC	15	N4	(0-15)				0.27	1.170	0.204	2.066	3.562	10.127				KkoC-O15	
Grassland	300	555	KkoC	15	N4	(0-15)				0.23	1.125	0.220	1.976	3.407	8.982				KkoC-O15	
Grassland	435	645	PeoC	15	N5	(0-15)				0.25	1.401	0.150	1.364	2.352	9.093				PeoC-K15	
Grassland	450	645	PeoC	15	N5	(0-15)				0.24	1.422	0.156	1.442	2.486	9.244				PeoC-K15	
Grassland	450	660	PeoC	15	N5	(0-15)				0.21	1.477	0.114	1.065	1.836	9.342				PeoC-K15	
Grassland	420	675	PeoC	15	N5	(0-15)				0.26	1.348	0.179	1.845	3.181	10.307				PeoC-K15	
Grassland	435	675	PeoC	15	N5	(0-15)				0.31	1.398	0.155	1.508	2.600	9.729				PeoC-K15	
Grassland	450	675	PeoC	15	N5	(0-15)				0.23	1.462	0.189	1.744	3.007	9.228				PeoC-K15	
Agriculture	300	390	PeoC	30	Grid	(0-15)	40.54600° N	74.66411° W	-7.9993	0.27	1.44	0.12	1.27	2.19	10.7	40.54600° N	74.66411° W	-33.438	T1 / B-390	T1 / B-390
Agriculture	255	360	PeoC	30	Grid	(0-15)	40.54576° N	74.66464° W	-7.7508	0.32	1.17	0.14	1.34	2.31	9.9	40.54576° N	74.66464° W	-33.4392	S4 / B-360	S4 / B-360
Agriculture	255	420	PeoC	30	Grid	(0-15)	40.54623° N	74.66464° W	-10.1986	0.34	1.41	0.26	2.77	4.78	10.6	40.54623° N	74.66464° W	-33.4389	S4 / C-420	S4 / C-420
Agriculture	285	420	PeoC	30	Grid	(0-15)	40.54623° N	74.66428° W	-9.4368	0.29	1.44	0.32	3.23	5.57	10.2	40.54623° N	74.66428° W	-33.4382	S6 / C-420	S6 / C-420
Agriculture	45	240	PeoC	30	Grid	(0-15)	40.54483° N	74.66712° W	-5.3327	0.24	1.34	0.3	3.13	5.4	10.4	40.54483° N	74.66712° W	-33.4447	Q2 / B-240	Q2 / B-240
Agriculture	90	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66659° W	-5.0833	0.16	1.57	0.17	1.83	3.15	10.6	40.54460° N	74.66659° W	-33.4438	Q5 / B-210	Q5 / B-210
Agriculture	120	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66624° W	-4.3607	0.22	1.54	0.17	1.68	2.89	10.1	40.54460° N	74.66624° W	-33.4431	R2 / B-210	R2 / B-210
Agriculture	405	540	PeoC	30	Grid	(0-15)	40.54716° N	74.66286° W	-10.7126	0.36	1.19	0.29	3.11	5.36	10.8	40.54716° N	74.66286° W	-33.4348	U1 / C-540	U1 / C-540
Agriculture	180	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66553° W	-4.2776	0.19	1.34	0.21	2.27	3.91	10.9	40.54460° N	74.66553° W	-33.4417	R6 / B-210	R6 / B-210
Agriculture	120	270	PeoC	30	Grid	(0-15)	40.54507° N	74.66624° W	-6.4126	0.26	1.48	0.15	1.48	2.54	10.1	40.54507° N	74.66624° W	-33.4428	R2 / B-270	R2 / B-270
Agriculture	135	300	PeoC	30	Grid	(0-15)	40.54530° N	74.66606° W	-7.3262	0.28	1.34	0.14	1.36	2.35	9.7	40.54530° N	74.66606° W	-33.4423	R3 / B-300	R3 / B-300
Agriculture	60	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66695° W	-4.1467	0.31	1.19	0.24	2.61	4.5	10.9	40.54460° N	74.66695° W	-33.4445	Q3 / B-210	Q3 / B-210
Agriculture	60	270	PeoC	30	Grid	(0-15)	40.54507° N	74.66694° W	-6.7149	0.26	1.45	0.2	2.05	3.54	10.3	40.54507° N	74.66694° W	-33.4442	Q3 / B-270	Q3 / B-270
Agriculture	420	510	PeoC	30	Grid	(0-15)	40.54693° N	74.66268° W	-9.104	0.26	1.38	0.27	2.77	4.78	10.2	40.54693° N	74.66268° W	-33.4347	U2 / C-510	U2 / C-510
Agriculture	330	450	PeoC	30	Grid	(0-15)	40.54646° N	74.66375° W	-8.9254	0.21	1.58	0.27	2.69	4.64	10.1	40.54646° N	74.66410° W	-33.4377	T3 / C-450	T3 / C-450
Agriculture	360	450	PeoC	30	Grid	(0-15)	40.54646° N	74.66339° W	-7.5197	0.24	1.53	0.21	2.17	3.73	10.5	40.54646° N	74.66339° W	-33.4363	T5 / C-450	T5 / C-450
Agriculture	75	240	PeoC	30	Grid	(0-15)	40.54483° N	74.66677° W	-5.8989	0.22	1.35	0.08	0.88	1.51	10.4	40.54483° N	74.66677° W	-33.444	Q4 / B-240	Q4 / B-240
Agriculture	435	540	PeoC	30	Grid	(0-15)	40.54716° N	74.66251° W	-9.444	0.29	1.39	0.19	1.92	3.31	10.3	40.54716° N	74.66251° W	-33.4342	U3 / C-540	U3 / C-540
Agriculture	45	780	KkoD	30	Grid	(0-15)	40.54905° N	74.66710° W	-13.7437	0.25	1.47	0.17	1.77	3.04	10.3	40.54905° N	74.66710° W	-33.4419	Q2 / D-780	Q2 / D-780
Agriculture	60	750	KkoD	30	Grid	(0-15)	40.54881° N	74.66693° W	-9.1517	0.28	1.36	0.17	1.77	3.05	10.3	40.54881° N	74.66693° W	-33.4417	Q3 / D-750	Q3 / D-750
Agriculture	105	780	KkoD	30	Grid	(0-15)	40.54905° N	74.66639° W	-11.1418	0.28	1.42	0.15	1.67	2.88	10.9	40.54905° N	74.66639° W	-33.4405	R1 / D-780	R1 / D-780
Agriculture	255	780	KkoD	30	Grid	(0-15)	40.54904° N	74.66462° W	-9.5543	0.22	1.55	0.17	1.65	2.85	9.8	40.54904° N	74.66462° W	-33.437	S4 / D-780	S4 / D-780
Agriculture	30	750	KkoD	30	Grid	(0-15)	40.54881° N	74.66728° W	-10.1203	0.32	1.31	0.12	1.24	2.14	10.3	40.54881° N	74.66728° W	-33.4424	Q1 / D-750	Q1 / D-750
Agriculture	45	720	KkoD	30	Grid	(0-15)	40.54853° N	74.66710° W	-7.7022	0.23	1.46	0.22	2.21	3.81	10.2	40.54858° N	74.66710° W	-33.4422	Q2 / D-720	Q2 / D-720
Agriculture	135	780	KkoD	30	Grid	(0-15)	40.54904° N	74.66604° W	-10.356	0.24	1.57	0.14	1.36	2.34	10	40.54904° N	74.66604° W	-33.4398	R3 / D-780	R3 / D-780
Agriculture	90	750	KkoD	30	Grid	(0-15)	40.54881° N	74.66657° W	-8.544	0.23	1.43	0.17	1.64	2.82	9.7	40.54881° N	74.66657° W	-33.441	Q5 / D-750	Q5 / D-750
Agriculture	150	750	KkoD	30	Grid	(0-15)	40.54881° N	74.66586° W	-8.1832	0.22	1.54	0.15	1.38	2.38	9.1	40.54881° N	74.66586° W	-33.4396	R4 / D-750	R4 / D-750
Agriculture	225	780	KkoD	30	Grid	(0-15)	40.54904° N	74.66498° W	-8.8989	0.26	1.39	0.18	1.81	3.12	10.2	40.54904° N	74.66498° W	-33.4377	S2 / D-780	S2 / D-780
Agriculture	285	780	KkoD	30	Grid	(0-15)	40.54904° N	74.66427° W	-10.2171	0.2	1.51	0.16	1.55	2.66	9.6	40.54904° N	74.66427° W	-33.4363	S6 / D-780	S6 / D-780
Agriculture	315	780	KkoD	30	Grid	(0-15)	40.54904° N	74.66391° W	-11.2312	0.24	1.49	0.17	1.74	3	10.4	40.54904° N	74.66391° W	-33.4357	T2 / D-780	T2 / D-780
Agriculture	90	510	KkoC	30	Grid	(0-15)	40.54694° N	74.66658° W	-5.9755	0.2	1.51	0.31	3.12	5.38	10.1	40.54694° N	74.66658° W	-33.4423	Q5 / C-510	Q5 / C-510
Agriculture	30	390	KkoC	30	Grid	(0-15)	40.54601° N	74.66729° W	-7.4981	0.19	1.6	0.21	2.13	3.67	10.1	40.54601° N	74.66729° W	-33.4443	Q1 / B-390	Q1 / B-390
Agriculture	120	450	KkoC	30	Grid	(0-15)	40.54647° N	74.66623° W	-7.8465	0.19	1.79	0.22	2.18	3.76	9.8	40.54647° N	74.66623° W	-33.4419	R2 / C-450	R2 / C-450
Agriculture	270	690	KkoC	30	Grid	(0-15)	40.54834° N	74.66445° W	-8.7511	0.19	1.59	0.14	1.47	2.53	10.2	40.54834° N	74.66445° W	-33.4372	S5 / D-690	S5 / D-690
Agriculture	270	570	KkoC	30	Grid	(0-15)	40.54740° N	74.66445° W	-12.3667	0.25	1.49	0.17	1.8	3.1	10.3	40.54740° N	74.66445° W	-33.4378	S5 / C-570	S5 / C-570
Agriculture	240	630	KkoC	30	Grid	(0-15)	40.54787° N	74.66480° W	-9.0232	0.36	1.21	0.1	0.99	1.7	9.9	40.54787° N	74.66480° W	-33.4382	S3 / D-630	S3 / D-630
Agriculture	30	630	KkoC	30	Grid	(0-15)	40.54778° N	74.66728° W	-6.5627	0.21	1.29	0.16	1.55	2.68	9.8	40.54788° N	74.66728° W	-33.443	Q1 / D-630	Q1 / D-630
Agriculture	45	120	KkoC	30	Grid	(0-15)	40.54390° N	74.66713° W	-3.1894	0.22	1.56	0.15	1.38	2.37	9.3	40.54390° N	74.66713° W	-33.4452	Q2 / A-120	Q2 / A-120
Agriculture	165	540	KkoC	30	Grid	(0-15)	40.54717° N	74.66569° W	-7.4627	0.28	1.39	0.19	1.85	3.19	9.8	40.54717° N	74.66569° W	-33.4404	R5 / C-540	R5 / C-540
Agriculture	195	660	KkoC	30	Grid	(0-15)	40.54804° N	74.66534° W	-7.7257	0.29	1.4	0.22	2.35	4.06	10.7	40.54811° N	74.66533° W	-33.4391	R7 / D-660	R7 / D-660
Agriculture	90	450	KkoC	30	Grid	(0-15)	40.54647° N	74.66658° W	-6.8661	0.32	1.21	0.2	2.05	3.53	10.1	40.54647° N	74.66658° W	-33.4426	Q5 / C-450	Q5 / C-450
Agriculture	60	450	KkoC	30	Grid	(0-15)	40.54647° N	74.66694° W	-6.1538	0.19	1.4	0.11	0.98	1.69	9.1	40.54647° N	74.66694° W	-33.4433	Q3 / C-450	Q3 / C-450
Agriculture	30	390	KkoC	30	Grid	(0-15)	40.54600° N	74.66694° W	-8.1838	0.13	1.24	0.2	2.08	3.59	10.6	40.54601° N	74.66729° W	-33.4443	Q1 / B-390	Q1 / B-390
Agriculture	30	510	KkoC	30	Grid	(0-15)	40.54694° N	74.66729° W	-4.9609	0.14	1.27	0.15	1.48	2.54	9.7	40.54694° N	74.66729° W	-33.4436	Q1 / C-510	Q1 / C-510
Agriculture	270	630	KkoC	30	Grid	(0-15)	40.54787° N	74.66445° W	-10.018	0.13	1.27	0.12	1.23	2.12	10.6	40.54787° N	74.66445° W	-33.4375	S5 / D-630	S5 / D-630
Agriculture	45	60	KkoC	30	Grid	(0-15)	40.54343° N	74.66713° W	-1.791	0.16	1.39	0.2	1.96	3.37	10	40.54343° N	74.66713° W	-33.4455	Q2 / A-60	Q2 / A-60
Agriculture	45	600	KkoC	30	Grid	(0-15)	40.54764° N	74.66711° W	-5.6656	0.16	1.49	0.31	3.26	5.62	10.4	40.54764° N	74.66711° W	-33.4428	Q2 / D-600	Q2 / D-600
Agriculture	195	480	KkoC	30	Grid	(0-15)	40.54670° N	74.66534° W	-10.0274	0.15	1.29	0.17	1.75	3.02	10.1	40.54670° N	74.66534° W	-33.44	R7 / C-480	R7 / C-480
Agriculture	135	480	KkoC	30	Grid	(0-15)	40.54670° N	74.66605° W	-7.6272	0.11	1.4	0.23	2.5	4.31	10.9	40.54670° N	74.66605° W	-33.4414	R3 / C-480	R3 / C-480
Agriculture	285	600	KkoC	30	Grid	(0-15)	40.54764° N	74.66427° W	-11.9137	0.14	1.38	0.25	2.58	4.45	10.3	40.54764° N	74.66427° W	-33.4373	S6 / D-600	S6 / D-600
Agriculture	345	660	KkoC	30	Grid	(0-15)	40.54821° N	74.66360° W	-10.9759	0.14	1.2	0.2	2.04	3.51	10.1	40.54810° N	74.66356° W	-33.4356	T4 / D-660	T4 / D-660
Agriculture	30	90	KkoC	30	Grid	(0-15)	40.54367° N	74.66731° W	-1.9561	0.2	1.25	0.26	2.47	4.25	9.6	40.54367° N	74.66731° W	-33.4457	Q1 / A-90	Q1 / A-90
Agriculture	120	570	KkoC	30	Grid	(0-15)	40.54741° N	74.66622° W	-5.5807	0.13	1.36	0.28	2.71	4.67	9.8	40.54741° N	74.66622° W	-33.4413	R2 / C-570	R2 / C-570
Agriculture	90	690	KkoC	30	Grid	(0-15)	40.54834° N	74.66657° W	-5.7502	0.19	0.96	0.17	1.77	3.05	10.2	40.54834° N	74.66657° W	-33.4413	Q5 / D-690	Q5 / D-690
Agriculture	120	690	KkoC	30	Grid	(0-15)	40.54834° N	74.66622° W	-6.0231	0.19	1.6	0.24	2.29	3.95	9.7	40.54834° N	74.66622° W	-33.4406	R2 / D-690	R2 / D-690
Agriculture	105	540	KkoC	30	Grid	(0-15)	40.54717° N	74.66640° W	-5.8044	0.21	1.48	0.23	2.26	3.89	9.6	40.54717° N	74.66640° W	-33.4418	R1 / C-540	R1 / C-540
Agriculture	75	480	KkoC	30	Grid	(0-15)	40.54671° N	74.66676° W	-5.9845	0.14	1.41	0.17	1.66	2.86	9.5	40.54671° N	74.66676° W	-33.4428	Q4 / C-480	Q4 / C-480
Agriculture	105	180	PenB	30	Grid	(0-15)	40.54436° N	74.66641° W	-4.0144	0.2	1.28	0.22	2.18	3.76	9.9	40.54436° N	74.66642° W	-33.4436	R1 / A-180	R1 / A-180
Agriculture	435	360	PenB	30	Grid	(0-15)	40.54575° N	74.66260° W	-4.2256	0.13	1.38	0.2	1.8	3.1	9.2	40.54576° N	74.66251° W	-33.4351	U3 / B-360	U3 / B-360
Agriculture	90	90	PenB	30	Grid	(0-15)	40.54366° N	74.66660° W	-1.4999	0.16	1.43	0.14	1.4	2.42	9.7	40.54366° N	74.66660° W	-33.4443	Q5 / A-90	Q5 / A-90
Agriculture	165	60	PenB	30	Grid	(0-15)	40.54343° N	74.66571° W	-0.9299	0.26	1.41	0.18	1.75	3.01	9.6	40.54343° N	74.66571° W	-33.4427	R5 / A-60	R5 / A-60
Agriculture	435	420	PenB	30	Grid	(0-15)	40.54623° N	74.66251° W	-6.0569	0.13	1.35	0.3	3.24	5.59	10.9	40.54623° N	74.66251° W	-33.4348	U3 / C-420	U3 / C-420
Agriculture	450	30	PenB	30	Grid	(0-15)	40.54319° N	74.66589° W	-0.1918	0.15	1.5	0.13	1.26	2.17	9.6	40.54318° N	74.66235° W	-33.4363	U4 / A-30	U4 / A-30
Agriculture	420	390	PenB	30	Grid	(0-15)	40.54599° N	74.66269° W	-5.1772	0.22	1.27	0.22	2.16	3.72	9.7	40.54599° N	74.66269° W	-33.4353	U2 / B-390	U2 / B-390
Agriculture	360	330	PenB	30	Grid	(0-15)	40.54555° N	74.66340° W	-5.0399	0.25	1.43	0.39	3.8	6.54	9.8	40.54553° N	74.66340° W	-33.4369	T5 / B-330	T5 / B-330
Agriculture	345	420	PenB	30	Grid	(0-15)	40.54623° N	74.66357° W	-7.6112	0.25	1.48	0.13	1.24	2.14	9.3	40.54623° N	74.66357° W	-33.4368	T4 / C-420	T4 / C-420
Agriculture	360	90	PenB	30	Grid	(0-15)	40.54365° N	74.66341° W	-2.2862	0.17	1.48	0.23	2.36	4.06	10.1	40.54365° N	74.66341° W	-33.4381	T5 / A-90	T5 / A-90
Agriculture	150	150	PenB	30	Grid	(0-15)	40.54413° N	74.66589° W	-2.4503	0.09	1.56	0.3	2.93	5.05	9.8	40.54413° N	74.66624° W	-33.4434	R4 / A-150	R4 / A-150
Agriculture	390	390	PenB	30	Grid	(0-15)	40.54599° N	74.66304° W	-5.4775	0.29	1.57	0.24	2.29	3.94	9.6	40.54599° N	74.66304° W	-33.4359	T7 / B-390	T7 / B-390
Agriculture	345	360	PenB	30	Grid	(0-15)	40.54576° N	74.66357° W	-6.1037	0.25	1.5	0.39	4.05	6.97	10.3	40.54576° N	74.66358° W	-33.4371	T4 / B-360	T4 / B-360
Agriculture	180	30	PenB	30	Grid	(0-15)	40.54319° N	74.66554° W	-0.0698	0.14	1.57	0.2	2	3.45	10.1	40.54319° N	74.66554° W	-33.4425	R6 / A-30	R6 / A-30
Agriculture	210	30	PenB	30	Grid	(0-15)	40.54319° N	74.66518° W	0.3609	0.13	1.34	0.15	1.53	2.64	10	40.54319° N	74.66518° W	-33.4418	S1 / A-30	S1 / A-30
Agriculture	30	150	PenB	30	Grid	(0-15)	40.54413° N	74.66695° W	-2.7663	0.22	1.54	0.21	2.02	3.48	9.5	40.54413° N	74.66695° W	-33.4448	Q3 / A-150	Q3 / A-150
Agriculture	300	90	PenB	30	Grid	(0-15)	40.54366° N	74.66412° W	-3.3243	0.17	1.43	0.23	2.22	3.83	9.8	40.54366° N	74.66412° W	-33.4395	T1 / A-90	T1 / A-90
Agriculture	195	60	PenB	30	Grid	(0-15)	40.54343° N	74.66536° W	-0.2518	0.17	1.3	0.25	2.6	4.48	10.4	40.54343° N	74.66536° W	-33.442	R7 / A-60	R7 / A-60
Agriculture	255	60	PenB	30	Grid	(0-15)	40.54342° N	74.66465° W	-0.6916	0.26	1.22	0.17	1.74	3	10.6	40.54342° N	74.66465° W	-33.4407	S4 / A-60	S4 / A-60
Agriculture	75	120	PenB	30	Grid	(0-15)	40.54390° N	74.66677° W	-2.147	0.14	1.28	0.22	2.34	4.03	10.4	40.54390° N	74.66677° W	-33.4445	Q4 / A-120	Q4 / A-120
Agriculture	450	510	PenB	30	Grid	(0-15)	40.54693° N	74.66234° W	-8.0495	0.17	1.35	0.22	2.27	3.92	10.2	40.54693° N	74.66233° W	-33.434	U4 / C-510	U4 / C-510
Agriculture	105	60	PenB	30	Grid	(0-15)	40.54343° N	74.66642° W	-0.6359	0.24	1.38	0.22	2.36	4.07	10.5	40.54343° N	74.66642° W	-33.4441	R1 / A-60	R1 / A-60
Agriculture	315	60	PenB	30	Grid	(0-15)	40.54342° N	74.66394° W	-2.5533	0.22	1.51	0.19	1.82	3.14	9.5	40.54342° N	74.66394° W	-33.4393	T2 / A-60	T2 / A-60
Agriculture	135	120	PenB	30	Grid	(0-15)	40.54390° N	74.66606° W	-2.4226	0.25	1.47	0.31	3.52	6.07	11.3	40.54390° N	74.66606° W	-33.4432	R3 / A-120	R3 / A-120
Agriculture	390	450	PenB	30	Grid	(0-15)	40.54646° N	74.66304° W	-7.2175	0.23	1.42	0.17	1.59	2.74	9.4	40.54646° N	74.66304° W	-33.4356	T7 / C-450	T7 / C-450
Agriculture	149	269.5	PeoC	0.5	N3	(0-15)			NA	0.22	1.51	0.19	1.8	3.09	9.7				PeoC-K	PeoC-K
Agriculture	149	270	PeoC	0.5	N3	(0-15)			NA	0.25	1.47	0.2	1.95	3.37	9.7				PeoC-K	PeoC-K
Agriculture	149	270.5	PeoC	0.5	N3	(0-15)			NA	0.23	1.42	0.23	2.24	3.87	9.7				PeoC-K	PeoC-K
Agriculture	149	271	PeoC	0.5	N3	(0-15)			NA	0.23	1.56	0.06	0.29	0.49	4.9				PeoC-K	PeoC-K
Agriculture	149.5	269	PeoC	0.5	N3	(0-15)			NA	0.23	1.45	0.26	2.64	4.55	10.3				PeoC-K	PeoC-K
Agriculture	149.5	270	PeoC	0.5	N3	(0-15)			NA	0.11	1.7	0.26	2.61	4.49	10.1				PeoC-K	PeoC-K
Agriculture	150	269	PeoC	0.5	N3	(0-15)			NA	0.23	1.56	0.24	2.56	4.42	10.6				PeoC-K	PeoC-K
Agriculture	150	269.5	PeoC	0.5	N3	(0-15)			NA	0.23	1.45	0.21	1.86	3.2	9.1				PeoC-K	PeoC-K
Agriculture	150	270.5	PeoC	0.5	N3	(0-15)			NA	0.11	1.7	0.24	2.63	4.54	11				PeoC-K	PeoC-K
Agriculture	150.5	269.5	PeoC	0.5	N3	(0-15)			NA	0.27	1.51	0.22	2.32	3.99	10.3				PeoC-K	PeoC-K
Agriculture	150.5	270	PeoC	0.5	N3	(0-15)			NA	0.23	1.45	0.27	2.65	4.58	9.9				PeoC-K	PeoC-K
Agriculture	150.5	270.5	PeoC	0.5	N3	(0-15)			NA	0.11	1.7	0.06	0.25	0.42	4.4				PeoC-K	PeoC-K
Agriculture	150.5	271	PeoC	0.5	N3	(0-15)			NA	0.27	1.51	0.24	2.42	4.17	10.2				PeoC-K	PeoC-K
Agriculture	151	269	PeoC	0.5	N3	(0-15)			NA	0.29	1.43	0.1	0.91	1.57	8.8				PeoC-K	PeoC-K
Agriculture	151	270	PeoC	0.5	N3	(0-15)			NA	0.23	1.31	0.22	2.28	3.93	10.4				PeoC-K	PeoC-K
Agriculture	151	270.5	PeoC	0.5	N3	(0-15)			NA	0.22	1.36	0.18	1.84	3.17	10.3				PeoC-K	PeoC-K
Agriculture	151	271	PeoC	0.5	N3	(0-15)			NA	0.21	1.5	0.23	2.24	3.87	10				PeoC-K	PeoC-K
Agriculture	104	119	PenB	0.5	N1	(0-15)			NA	0.28	1.38	0.21	2.22	3.82	10.7				PenB-R	PenB-R
Agriculture	104	119.5	PenB	0.5	N1	(0-15)			NA	0.28	1.38	0.3	3.02	5.21	10.04				PenB-R	PenB-R
Agriculture	104	120	PenB	0.5	N1	(0-15)			NA	0.18	1.57	0.29	2.71	4.68	9.48				PenB-R	PenB-R
Agriculture	104	120.5	PenB	0.5	N1	(0-15)			NA	0.23	1.47	0.29	2.64	4.56	9.17				PenB-R	PenB-R
Agriculture	104	121	PenB	0.5	N1	(0-15)			NA	0.22	1.34	0.32	2.82	4.86	8.86				PenB-R	PenB-R
Agriculture	104.5	119	PenB	0.5	N1	(0-15)			NA	0.22	1.34	0.3	2.45	4.23	8.2				PenB-R	PenB-R
Agriculture	104.5	119.5	PenB	0.5	N1	(0-15)			NA	0.28	1.52	0.1	0.37	0.64	3.61				PenB-R	PenB-R
Agriculture	104.5	120	PenB	0.5	N1	(0-15)			NA	0.23	1.31	0.32	2.66	4.58	8.37				PenB-R	PenB-R
Agriculture	105	119	PenB	0.5	N1	(0-15)			NA	0.22	1.36	0.26	2.2	3.8	8.41				PenB-R	PenB-R
Agriculture	105	119.5	PenB	0.5	N1	(0-15)			NA	0.21	1.5	0.32	2.63	4.53	8.22				PenB-R	PenB-R
Agriculture	105	120.5	PenB	0.5	N1	(0-15)			NA	0.28	1.38	0.25	2.08	3.59	8.45				PenB-R	PenB-R
Agriculture	105	121	PenB	0.5	N1	(0-15)			NA	0.18	1.57	0.45	3.93	6.78	8.85				PenB-R	PenB-R
Agriculture	105.5	119.5	PenB	0.5	N1	(0-15)			NA	0.28	1.38	0.07	0.38	0.65	5.82				PenB-R	PenB-R
Agriculture	105.5	120	PenB	0.5	N1	(0-15)			NA	0.18	1.57	0.08	0.14	0.24	1.68				PenB-R	PenB-R
Agriculture	106	119	PenB	0.5	N1	(0-15)			NA	0.23	1.47	0.38	3.29	5.67	8.78				PenB-R	PenB-R
Agriculture	106	119.5	PenB	0.5	N1	(0-15)			NA	0.22	1.34	0.21	1.64	2.82	7.88				PenB-R	PenB-R
Agriculture	106	120.5	PenB	0.5	N1	(0-15)			NA	0.28	1.52	0.33	2.89	4.98	8.8				PenB-R	PenB-R
Agriculture	106	121	PenB	0.5	N1	(0-15)			NA	0.25	1.37	0.34	3.07	5.29	9.14				PenB-R	PenB-R
Agriculture	254	59	PenB	0.5	N2	(0-15)			NA	0.18	1.31	0.24	2.28	3.92	9.5				PenB-P	PenB-P
Agriculture	254	59.5	PenB	0.5	N2	(0-15)			NA	0.26	1.44	0.29	2.49	4.3	8.51				PenB-P	PenB-P
Agriculture	254	60.5	PenB	0.5	N2	(0-15)			NA	0.29	1.39	0.25	2.45	4.23	9.67				PenB-P	PenB-P
Agriculture	254	61	PenB	0.5	N2	(0-15)			NA	0.18	1.31	0.08	0.38	0.65	5.04				PenB-P	PenB-P
Agriculture	254.5	59.5	PenB	0.5	N2	(0-15)			NA	0.26	1.44	0.25	2.41	4.16	9.61				PenB-P	PenB-P
Agriculture	254.5	60	PenB	0.5	N2	(0-15)			NA	0.29	1.39	0.38	3.58	6.17	9.39				PenB-P	PenB-P
Agriculture	254.5	60.5	PenB	0.5	N2	(0-15)			NA	0.16	1.44	0.24	2.2	3.79	9.14				PenB-P	PenB-P
Agriculture	254.5	61	PenB	0.5	N2	(0-15)			NA	0.22	1.35	0.36	3	5.18	8.33				PenB-P	PenB-P
Agriculture	255	59.5	PenB	0.5	N2	(0-15)			NA	0.18	1.45	0.1	0.52	0.89	5.38				PenB-P	PenB-P
Agriculture	255	60.5	PenB	0.5	N2	(0-15)			NA	0.25	1.37	0.25	1.98	3.41	7.86				PenB-P	PenB-P
Agriculture	255	61	PenB	0.5	N2	(0-15)			NA	0.18	1.31	0.3	2.35	4.06	7.78				PenB-P	PenB-P
Agriculture	255.5	59.5	PenB	0.5	N2	(0-15)			NA	0.25	1.37	0.29	2.25	3.88	7.67				PenB-P	PenB-P
Agriculture	255.5	60	PenB	0.5	N2	(0-15)			NA	0.18	1.31	0.14	0.37	0.64	2.6				PenB-P	PenB-P
Agriculture	255.5	60.5	PenB	0.5	N2	(0-15)			NA	0.26	1.44	0.31	2.5	4.31	8				PenB-P	PenB-P
Agriculture	255.5	61	PenB	0.5	N2	(0-15)			NA	0.29	1.39	0.14	0.66	1.13	4.6				PenB-P	PenB-P
Agriculture	256	59.5	PenB	0.5	N2	(0-15)			NA	0.16	1.44	0.39	3.32	5.73	8.45				PenB-P	PenB-P
Agriculture	256	60	PenB	0.5	N2	(0-15)			NA	0.22	1.35	0.29	2.32	3.99	8.02				PenB-P	PenB-P
Agriculture	256	60.5	PenB	0.5	N2	(0-15)			NA	0.18	1.45	0.35	2.79	4.8	8				PenB-P	PenB-P
Agriculture	256	61	PenB	0.5	N2	(0-15)			NA	0.27	1.42	0.4	3.28	5.66	8.14				PenB-P	PenB-P
